1.303000	1.303000	B
1.460000	1.460000	B
8.399000	8.399000	B
8.447000	8.447000	B
8.719000	8.719000	B
8.755000	8.755000	B
8.882000	8.882000	B
9.044000	9.044000	B
9.524000	9.524000	B
9.673000	9.673000	B
10.154000	10.154000	B
10.303000	10.303000	B
10.784000	10.784000	B
10.933000	10.933000	B
11.414000	11.414000	B
11.563000	11.563000	B
12.044000	12.044000	B
12.203000	12.203000	B
12.674000	12.674000	B
12.833000	12.833000	B
13.304000	13.304000	B
13.463000	13.463000	B
13.928000	13.928000	B
14.089000	14.089000	B
14.409000	14.409000	B
14.553000	14.553000	B
14.878000	14.878000	B
15.038000	15.038000	B
15.362000	15.362000	B
15.519000	15.519000	B
16.459000	16.459000	B
16.613000	16.613000	B
17.089000	17.089000	B
17.249000	17.249000	B
17.719000	17.719000	B
17.879000	17.879000	B
18.359000	18.359000	B
18.519000	18.519000	B
18.989000	18.989000	B
19.149000	19.149000	B
19.619000	19.619000	B
19.779000	19.779000	B
20.249000	20.249000	B
20.409000	20.409000	B
20.879000	20.879000	B
21.039000	21.039000	B
21.519000	21.519000	B
21.663000	21.663000	B
21.989000	21.989000	B
22.143000	22.143000	B
22.458000	22.458000	B
22.618000	22.618000	B
22.932000	22.932000	B
23.088000	23.088000	B
24.039000	24.039000	B
24.192000	24.192000	B
24.663000	24.663000	B
24.829000	24.829000	B
25.294000	25.294000	B
25.459000	25.459000	B
25.924000	25.924000	B
26.089000	26.089000	B
26.553000	26.553000	B
26.719000	26.719000	B
27.199000	27.199000	B
27.359000	27.359000	B
27.828000	27.828000	B
27.989000	27.989000	B
28.459000	28.459000	B
28.619000	28.619000	B
29.089000	29.089000	B
29.249000	29.249000	B
29.559000	29.559000	B
29.727000	29.727000	B
29.767000	29.767000	B
30.038000	30.038000	B
30.198000	30.198000	B
30.522000	30.522000	B
30.669000	30.669000	B
31.619000	31.619000	B
31.773000	31.773000	B
32.249000	32.249000	B
32.409000	32.409000	B
32.879000	32.879000	B
33.039000	33.039000	B
33.519000	33.519000	B
33.663000	33.663000	B
34.149000	34.149000	B
34.294000	34.294000	B
34.779000	34.779000	B
34.923000	34.923000	B
35.409000	35.409000	B
35.554000	35.554000	B
36.039000	36.039000	B
36.199000	36.199000	B
36.665000	36.665000	B
36.829000	36.829000	B
37.149000	37.149000	B
37.294000	37.294000	B
37.618000	37.618000	B
37.778000	37.778000	B
38.399000	38.399000	B
39.038000	39.038000	B
39.075000	39.075000	B
39.193000	39.193000	B
39.602000	39.602000	B
39.829000	39.829000	B
40.232000	40.232000	B
40.460000	40.460000	B
40.849000	40.849000	B
41.089000	41.089000	B
41.479000	41.479000	B
41.722000	41.722000	B
42.122000	42.122000	B
42.359000	42.359000	B
42.752000	42.752000	B
42.991000	42.991000	B
43.382000	43.382000	B
43.619000	43.619000	B
43.840000	43.840000	B
43.883000	43.883000	B
43.918000	43.918000	B
43.961000	43.961000	B
44.251000	44.251000	B
44.285000	44.285000	B
44.642000	44.642000	B
44.879000	44.879000	B
45.282000	45.282000	B
45.520000	45.520000	B
45.912000	45.912000	B
46.149000	46.149000	B
46.542000	46.542000	B
46.782000	46.782000	B
47.172000	47.172000	B
47.409000	47.409000	B
47.802000	47.802000	B
48.041000	48.041000	B
48.441000	48.441000	B
48.669000	48.669000	B
49.069000	49.069000	B
49.300000	49.300000	B
49.702000	49.702000	B
49.925000	49.925000	B
50.332000	50.332000	B
50.560000	50.560000	B
50.962000	50.962000	B
51.199000	51.199000	B
51.602000	51.602000	B
51.832000	51.832000	B
52.232000	52.232000	B
52.459000	52.459000	B
52.849000	52.849000	B
53.091000	53.091000	B
53.480000	53.480000	B
53.719000	53.719000	B
53.949000	53.949000	B
53.994000	53.994000	B
54.029000	54.029000	B
54.072000	54.072000	B
54.361000	54.361000	B
54.395000	54.395000	B
54.752000	54.752000	B
54.989000	54.989000	B
55.382000	55.382000	B
55.620000	55.620000	B
56.012000	56.012000	B
56.249000	56.249000	B
56.642000	56.642000	B
56.882000	56.882000	B
57.282000	57.282000	B
57.519000	57.519000	B
57.912000	57.912000	B
58.151000	58.151000	B
58.541000	58.541000	B
58.778000	58.778000	B
59.169000	59.169000	B
59.875000	59.875000	B
60.200000	60.200000	B
60.518000	60.518000	B
60.829000	60.829000	B
61.151000	61.151000	B
61.461000	61.461000	B
61.768000	61.768000	B
62.089000	62.089000	B
62.408000	62.408000	B
62.720000	62.720000	B
63.037000	63.037000	B
63.359000	63.359000	B
63.669000	63.669000	B
63.907000	63.907000	B
64.068000	64.068000	B
64.230000	64.230000	B
64.383000	64.383000	B
64.619000	64.619000	B
64.924000	64.924000	B
65.250000	65.250000	B
65.558000	65.558000	B
65.879000	65.879000	B
66.201000	66.201000	B
66.520000	66.520000	B
66.555000	66.555000	B
66.818000	66.818000	B
67.149000	67.149000	B
67.458000	67.458000	B
67.780000	67.780000	B
68.088000	68.088000	B
68.409000	68.409000	B
68.718000	68.718000	B
68.957000	68.957000	B
69.118000	69.118000	B
69.280000	69.280000	B
69.443000	69.443000	B
69.592000	69.592000	B
69.750000	69.750000	B
69.904000	69.904000	B
70.068000	70.068000	B
70.230000	70.230000	B
70.384000	70.384000	B
70.538000	70.538000	B
70.698000	70.698000	B
70.851000	70.851000	B
71.010000	71.010000	B
71.171000	71.171000	B
71.331000	71.331000	B
71.480000	71.480000	B
71.644000	71.644000	B
71.798000	71.798000	B
71.962000	71.962000	B
72.104000	72.104000	B
72.280000	72.280000	B
72.435000	72.435000	B
72.598000	72.598000	B
72.750000	72.750000	B
72.913000	72.913000	B
73.068000	73.068000	B
73.228000	73.228000	B
73.372000	73.372000	B
73.541000	73.541000	B
73.695000	73.695000	B
73.698000	73.698000	B
73.848000	73.848000	B
74.007000	74.007000	B
74.168000	74.168000	B
74.330000	74.330000	B
74.479000	74.479000	B
74.633000	74.633000	B
74.801000	74.801000	B
74.955000	74.955000	B
75.118000	75.118000	B
75.280000	75.280000	B
75.443000	75.443000	B
75.598000	75.598000	B
75.747000	75.747000	B
75.912000	75.912000	B
76.073000	76.073000	B
76.231000	76.231000	B
76.381000	76.381000	B
76.540000	76.540000	B
76.703000	76.703000	B
76.842000	76.842000	B
77.008000	77.008000	B
77.163000	77.163000	B
77.330000	77.330000	B
77.478000	77.478000	B
77.635000	77.635000	B
77.800000	77.800000	B
77.963000	77.963000	B
78.118000	78.118000	B
78.278000	78.278000	B
78.432000	78.432000	B
78.587000	78.587000	B
78.600000	78.600000	B
78.742000	78.742000	B
78.908000	78.908000	B
79.060000	79.060000	B
79.216000	79.216000	B
79.305000	79.305000	B
79.370000	79.370000	B
79.532000	79.532000	B
79.539000	79.539000	B
79.669000	79.669000	B
79.779000	79.779000	B
79.881000	79.881000	B
79.988000	79.988000	B
80.081000	80.081000	B
80.190000	80.190000	B
80.293000	80.293000	B
80.410000	80.410000	B
80.505000	80.505000	B
80.622000	80.622000	B
80.720000	80.720000	B
80.831000	80.831000	B
80.922000	80.922000	B
80.927000	80.927000	B
81.033000	81.033000	B
81.151000	81.151000	B
81.249000	81.249000	B
81.352000	81.352000	B
81.459000	81.459000	B
81.560000	81.560000	B
81.670000	81.670000	B
81.779000	81.779000	B
81.881000	81.881000	B
81.990000	81.990000	B
82.091000	82.091000	B
82.197000	82.197000	B
82.299000	82.299000	B
82.411000	82.411000	B
82.518000	82.518000	B
82.610000	82.610000	B
82.719000	82.719000	B
82.829000	82.829000	B
82.929000	82.929000	B
83.040000	83.040000	B
83.152000	83.152000	B
83.250000	83.250000	B
83.361000	83.361000	B
83.395000	83.395000	B
84.671000	84.671000	B
